Kode Pangan,Nama Pangan,Lemak,Karbohidrat,Serat,Natrium,Kalium,Keterangan,link
ER031,Jambu biji,0.3,12.2,2.4,0.1,0.0528,Jambu biji adalah buah dengan daging yang renyah dan rasa yang manis. Jambu biji sering dimakan langsung atau digunakan dalam hidangan penutup seperti salad buah.,https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
ER032,Jambu biji Putih,0.3,15.4,4.5,0.2,0.103,Jambu biji putih adalah varietas jambu biji yang memiliki daging buah berwarna putih. Rasa dan teksturnya serupa dengan jambu biji biasa.,https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
ER033,Jambu bol,0.2,9.6,3.5,0.01,0.014,Jambu bol adalah varietas jambu biji yang memiliki daging buah berwarna merah muda dan rasa yang manis. Jambu bol sering dimakan langsung atau digunakan dalam hidangan penutup.,https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
ER034,Jambu monyet,0.6,15.8,1.2,0.12,0.1078,Jambu monyet adalah buah dengan daging yang renyah dan rasa yang manis. Buah ini sering dimakan langsung atau digunakan dalam hidangan penutup dan salad.,https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
ER035,Jeruk Bali,0.2,12.4,0.8,0.21,0.3661,"Jeruk Bali adalah jenis jeruk yang berasal dari Indonesia. Jeruk ini memiliki kulit yang tebal, daging buah yang segar, dan rasa yang manis. Biasanya dimakan langsung atau dibuat jus.",https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
ER036,Jeruk Banjar,0.2,14.1,5.4,0.03,0.079,"Jeruk Banjar adalah jenis jeruk yang berasal dari Banjarmasin, Kalimantan Selatan, Indonesia. Jeruk ini memiliki kulit yang tebal, daging buah yang manis, dan sedikit asam. Biasanya dimakan langsung atau dibuat jus.",https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
ER037,Jeruk garut-keprok,0.3,10.9,1.6,0.05,0.518,"Jeruk Garut-Keprok adalah jenis jeruk yang berasal dari Garut, Jawa Barat, Indonesia. Jeruk ini memiliki rasa yang manis dan sedikit asam. Biasanya dimakan langsung atau dibuat jus.",https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
ER038,Jeruk Kalamansi,0.3,8.9,2.3,0.03,0.082,"Jeruk Kalamansi adalah jenis jeruk kecil yang berasal dari Filipina. Jeruk ini memiliki rasa yang asam segar dan sering digunakan dalam hidangan seperti masakan, minuman, atau sebagai bumbu dalam saus.",https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
ER039,Jeruk Manis,0.2,11.2,1.4,0.04,0.472,Jeruk manis adalah jenis jeruk dengan daging buah yang manis dan rasa yang menyegarkan. Biasanya dimakan langsung atau dijadikan jus.,https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
ER040,Jeruk Nipis,0.2,10,0.4,0.03,0.1089,"Jeruk nipis adalah jenis jeruk kecil dengan kulit yang tipis dan daging buah yang asam. Biasanya digunakan sebagai bumbu dalam masakan, minuman, atau sebagai bahan dalam saus.",https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
ER043,Kedondong masak,0.1,10.3,2.6,0.02,0.216,Kedondong masak adalah hidangan atau minuman yang terbuat dari kedondong yang dimasak dengan gula atau gula merah. Biasanya disajikan dalam bentuk sirup atau saus yang digunakan sebagai penyedap rasa dalam makanan atau minuman.,https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
ER044,Kedondong,0.2,10.4,2.7,0.02,0,Kedondong adalah buah yang memiliki rasa asam segar. Buah ini bisa dimakan langsung atau digunakan sebagai bahan dalam hidangan seperti rujak atau minuman segar.,https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
ER046,Kelapa muda,0.9,14,0,0.0179,0.5646,Kelapa muda adalah buah kelapa yang masih muda dan berisi air kelapa yang segar. Air kelapa muda sering diminum sebagai minuman segar yang menyegarkan dan daging kelapa muda bisa dimakan langsung atau digunakan dalam hidangan seperti es kelapa muda.,https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
ER047,Kemang,0.2,11.9,1.7,0.02,0.0886,Kemang adalah buah yang tumbuh di pohon kemang. Buah ini memiliki rasa asam yang segar dan sering digunakan sebagai bahan dalam hidangan seperti asam manis atau acar.,https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
ER048,Kesemek,0.4,20,0.6,0,0.0345,Kesemek adalah buah yang memiliki kulit berwarna cokelat kehitaman dan daging buah yang manis. Buah kesemek biasanya dikonsumsi segar dan memiliki rasa yang khas.,https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
ER049,Kokosan,0.2,13,1.4,0.02,0.1183,Kokosan adalah camilan tradisional Indonesia yang terbuat dari adonan kelapa parut yang dikombinasikan dengan gula dan bahan lainnya. Adonan ini kemudian dibentuk dan dipanggang hingga matang. Kokosan memiliki rasa manis dan tekstur yang kenyal.,https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
ER051,Langsat,0.2,14.3,1.4,0.01,0.232,Langsat adalah sejenis buah yang tumbuh di pohon langsat. Buah ini memiliki kulit yang tipis dan berwarna kuning kecokelatan. Daging buahnya berwarna putih dan memiliki rasa manis serta sedikit asam. Langsat biasanya dimakan langsung sebagai buah segar.,https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
ER052,Lemon,0.8,6.2,0.1,0.31,0.14,"Lemon adalah buah asam yang memiliki kulit kuning cerah dan daging yang segar dan asam. Lemon sering digunakan sebagai bahan dalam minuman seperti lemonade, atau sebagai perasa dalam masakan dan kue-kue.",https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
ER053,Lontar,0.2,6,1.6,0,0,Kue lontar merupakan kuliner khas Papua yang menurut sejarahnya dibawa masuk oleh para serdadu Hindia Belanda yang menduduki pulau tersebut sejak 1910 silam. Penamaan kue lontar konon berasal dari bahasa Belanda yaitu ronde taart atau kue bundar,https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
ER054,Mangga,0,12.3,1.6,0.03,0.14,"Mangga adalah buah tropis yang memiliki kulit berwarna hijau, kuning, atau merah. Daging buahnya berwarna kuning atau oranye, dan memiliki rasa manis yang segar. Mangga sering dimakan segar, digunakan dalam hidangan penutup, atau diolah menjadi jus, smoothie, atau sambal mangga.",https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
ER055,"Mangga benggala,",0.4,12.4,5.8,0.03,0.079,"Mangga Benggala adalah salah satu varietas mangga yang populer di Indonesia. Mangga ini memiliki kulit yang hijau dengan bintik-bintik cokelat. Daging buahnya berwarna kuning, manis, dan sedikit asam.",https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
ER056,Mangga gedung,0.2,11.2,1.6,0.02,0.0836,"Mangga Gedung adalah varietas mangga yang memiliki ukuran besar dan kulit yang berwarna hijau kekuningan. Daging buah Mangga Gedung berwarna kuning, manis, dan lembut.",https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
ER057,Mangga Golek,0.2,16.7,2.3,0.03,0.118,"Mangga Golek adalah varietas mangga yang memiliki ukuran sedang hingga besar. Kulitnya berwarna hijau kekuningan dengan bintik-bintik merah. Daging buahnya berwarna kuning, manis, dan sedikit asam.",https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
ER058,Mangga Harumanis,0.2,11.9,1.7,0.02,0.0889,"Mangga Harumanis adalah varietas mangga yang berasal dari Indonesia, terutama dari daerah Cirebon. Mangga ini memiliki kulit yang halus dan berwarna hijau kekuningan. Daging buahnya berwarna kuning, sangat manis, dan memiliki aroma yang khas.",https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
ER059,"Mangga indramayu,",0.2,18.7,2.5,0.03,0.1314,"Mangga Indramayu adalah varietMaaf, sepertinya ada kesalahan dalam penomoran. Saya telah memberikan deskripsi untuk beberapa buah dan bahan makanan yang Anda sebutkan. Berikut adalah deskripsi dari sisanya:",https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
ER060,Mangga kopek,0.2,14.6,2,0.02,0.1029,"Mangga adalah buah tropis yang memiliki kulit berwarna hijau, kuning, atau merah. Daging buahnya berwarna kuning atau oranye, dan memiliki rasa manis yang segar. Mangga sering dimakan segar, digunakan dalam hidangan penutup, atau diolah menjadi jus, smoothie, atau sambal mangga.",https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
ER061,Mangga kwini,0.5,19.8,6.5,0.01,0.016,"Mangga Benggala adalah salah satu varietas mangga yang populer di Indonesia. Mangga ini memiliki kulit yang hijau dengan bintik-bintik cokelat. Daging buahnya berwarna kuning, manis, dan sedikit asam.",https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
ER062,Mangga manalagi,0.1,32.1,11.8,0.7,0.161,"Mangga Gedung adalah varietas mangga yang memiliki ukuran besar dan kulit yang berwarna hijau kekuningan. Daging buah Mangga Gedung berwarna kuning, manis, dan lembut.",https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
ER063,Mangga Muda,0.4,15.1,0,0.02,0.1082,"Mangga Golek adalah varietas mangga yang memiliki ukuran sedang hingga besar. Kulitnya berwarna hijau kekuningan dengan bintik-bintik merah. Daging buahnya berwarna kuning, manis, dan sedikit asam.",https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
ER064,Manggis,0.6,15.6,1.5,0.1,0.0619,Manggis adalah buah tropis yang memiliki kulit berwarna ungu gelap dan daging buah yang berwarna putih. Manggis memiliki rasa manis dan asam yang khas. Buah ini sering dimakan segar atau digunakan dalam hidangan penutup.,https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
ER065,Markisa,1.2,29.8,11.4,0.37,0.4538,"Markisa, juga dikenal sebagai buah passionfruit, adalah buah tropis yang memiliki kulit berkerut dan daging buah yang berwarna oranye atau kuning. Markisa memiliki rasa yang unik, kombinasi antara manis dan asam. Buah ini sering digunakan dalam hidangan penutup, minuman, atau sebagai perasa dalam makanan.",https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
ER066,Matoa,0.1,21.1,0.5,0.1,0.19,"Matoa adalah buah tropis yang berasal dari Indonesia. Buah ini memiliki kulit yang keras dan daging buah yang berwarna putih kekuningan. Matoa memiliki rasa manis dan segar, dan sering dimakan segar atau digunakan dalam hidangan penutup.",https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
ER067,Melon,0.4,7.8,1,0.27,0.167,"Melon adalah buah yang memiliki daging buah yang berair dan berwarna oranye atau hijau, tergantung pada varietasnya. Melon memiliki rasa manis dan segar. Buah ini sering dimakan segar atau digunakan dalam hidangan penutup, salad, atau jus.",https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
ER069,Nanas palembang,0.2,13.3,1.6,0.07,0.117,"Nanas palembang bisa mencapai berat hingga 1 kg saja, mempunyai warna kuning apabila sudah matang, mata buah kecil, dan dagingnya manis hampir tanpa serat. Nanas memiliki kandungan nutrisi yang tinggi seperti vitamin yang baik untuk tubuh.",https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
ER070,Nanas,0.3,9.9,0.6,0.18,0.111,"Nanas adalah buah tropis yang memiliki rasa manis dan asam yang khas. Buah ini memiliki daging berair yang berwarna kuning dan memiliki aroma yang segar. Nanas sering dimakan segar atau digunakan dalam hidangan penutup, salad, atau jus.",https://static.promediateknologi.id/crop/0x0:0x0/750x500/webp/photo/2023/06/25/1687671744619_copy_800x534-626361405.jpg
FP001,"Ayam, ampela, goreng",11.2,9.9,0,9.8,0,Ayam Ampela Goreng adalah hidangan yang menggunakan bagian ampela ayam yang digoreng hingga renyah. Ampela ayam memiliki tekstur kenyal dan rasa yang gurih. Biasanya disajikan sebagai hidangan lauk pendamping nasi atau sebagai camilan.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
FP002,"Ayam, usus, goreng",26.3,13.9,0,0,0,Ayam Usus Goreng adalah hidangan yang menggunakan bagian usus ayam yang digoreng hingga renyah. Usus ayam memiliki tekstur kenyal dan rasa yang gurih. Biasanya disajikan sebagai hidangan lauk pendamping nasi atau sebagai camilan.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
FP003,"Bebek, daging, goreng",20.7,4.5,0,0.34,0.06,Bebek goreng adalah hidangan yang terbuat dari daging bebek yang digoreng hingga renyah. Bebek goreng adalah hidangan yang populer di Indonesia dan biasanya disajikan dengan nasi dan sambal.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
FP005,Ham,35,0.3,0,1.12,8.193,Ham adalah daging babi yang telah diawetkan dengan garam dan proses pengasapan atau pematangan. Ham biasanya disajikan dalam bentuk irisan tipis dan sering digunakan sebagai bahan dalam sandwich atau hidangan pembuka.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
FP006,"Itik alabio, daging, dendeng",33.5,18.4,0,10.81,4.78,"Itik alabio adalah jenis itik yang berasal dari Indonesia. Daging itik alabio biasanya digunakan sebagai bahan untuk membuat dendeng, yaitu daging yang diiris tipis, diasinkan, dan dikeringkan.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
FP007,Kerupuk urat,40.9,1.2,0,10.24,0.37,Kerupuk urat adalah jenis kerupuk yang terbuat dari adonan tepung tapioka atau tepung kanji yang dicetak dalam bentuk batang dengan tekstur yang kenyal. Kerupuk ini sering digunakan dalam hidangan seperti pecel atau sebagai camilan.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
FP008,"Menjangan, daging, dendeng",2,22.7,0,7.65,12.82,"Menjangan adalah jenis rusa yang memiliki daging yang populer di beberapa masakan tradisional. Dendeng adalah hidangan daging yang diiris tipis, diasinkan, dan kemudian dikeringkan.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
FP009,"Punai, daging, goreng",11.3,4.4,0,0.02,0.19,Punai Merupakan makanan yang terbuat dari Daging burung Punai,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
FP010,"Rusa, daging, dendeng",41.5,0,0,1.3,6.9,"Rusa adalah hewan mamalia yang sering digunakan sebagai sumber daging. Dalam konteks makanan, daging rusa dapat diolah menjadi hidangan seperti dendeng rusa, yaitu daging rusa yang dipotong tipis kemudian diolah dengan bumbu dan dikeringkan hingga menjadi daging kering yang gurih dan renyah. Hidangan ini sering kali dimasak dengan metode pengeringan atau penggorengan.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
FP011,Sapi Abon,10.6,59.3,7.5,0,0,"Sapi abon adalah hidangan olahan daging sapi yang diolah dengan cara direndam, direbus, dan kemudian diungkep dengan bumbu rempah. Setelah itu, daging sapi dihaluskan dan dikeringkan hingga menjadi tekstur abon yang sering digunakan sebagai lauk atau tambahan dalam makanan.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
FP012,"Sapi, abon, asli",16.1,38.6,2.5,0,0,Sapi abon asli adalah abon sapi yang dihasilkan dari daging sapi yang telah diolah dengan bumbu dan rempah-rempah khas. Sapi abon asli memiliki tekstur yang lembut dan rasa gurih yang khas.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
FP013,"Sapi, daging, asap",6,0,0,16.2,4.854,"Sapi daging asap adalah hidangan yang menggunakan daging sapi yang telah diolah dengan teknik pengasapan untuk memberikan aroma dan rasa asap yang khas. Biasanya, daging sapi dipotong tipis dan kemudian diasapkan. Hidangan sapi daging asap sering disajikan sebagai lauk atau tambahan dalam hidangan lainnya.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
FP014,"Sapi, daging, dendeng",9,0,0,0,0,"Sapi daging dendeng adalah hidangan yang menggunakan daging sapi yang dipotong tipis, kemudian diolah dengan bumbu dan dikeringkan hingga menjadi daging kering yang gurih dan renyah. Dendeng sapi biasanya memiliki rasa manis gurih dan sering disajikan sebagai lauk atau camilan.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
FP015,"Sapi, daging, kornet",25,0,0,7.94,0.944,"Sapi daging kornet adalah hidangan yang menggunakan daging sapi yang diolah menjadi kornet. Kornet sapi adalah daging sapi yang dimasak dengan bumbu dan direbus hingga lunak, kemudian diiris tipis dan dikeringkan. Kornet sapi sering digunakan sebagai tambahan dalam hidangan seperti nasi goreng atau mie.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
FP016,"Sapi, daging, sosis (Worst)",42.3,2.3,0,7.65,2.845,"Sapi daging sosis adalah hidangan yang menggunakan daging sapi yang diolah menjadi sosis. Sosis sapi adalah produk olahan daging sapi yang dicampur dengan bumbu dan rempah, kemudian diisi dalam kulit sosis. Sosis sapi biasanya digoreng, direbus, atau dipanggang, dan sering disajikan sebagai lauk dalam hidangan.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
